resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role
"OBJECTIVE
Results-driven Backend Developer with 8.8 years of practical exposure to mongodb and django. Enjoys solving problems with python.

EDUCATION
Diploma degree, relevant coursework in rest api.

TECHNICAL SKILLS
javascript, python, mongodb, microservices, django, networking

PROFESSIONAL EXPERIENCE
Backend Developer Intern, Vertex Digital (8.8 yrs)
- Assisted senior engineers with tasks involving mongodb and python.
- Learned django on the job through mentorship.

ACADEMIC PROJECTS
Automation Toolkit
Built using mongodb and django. Focused on solving a practical problem and deploying a working demo.

Personal Portfolio System
Built using mongodb and django. Focused on solving a practical problem and deploying a working demo.","javascript, python, mongodb, microservices, django, networking",6,8.8,Diploma,1,0,5,45.9,Backend Developer
"OBJECTIVE
Cloud Engineer candidate with a strong foundation in ci/cd, gcp, linux. Passionate about aws and continuous learning.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in azure.

TECHNICAL SKILLS
gcp, networking, azure, kubernetes, cloudformation, terraform, ci/cd, python, docker, linux, aws

EXPERIENCE
Cloud Engineer, BrightPath Labs (5.3 yrs)
- Built and maintained systems using ci/cd and gcp.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Recommendation Prototype
Built using ci/cd and gcp. Focused on solving a practical problem and deploying a working demo.","gcp, networking, azure, kubernetes, cloudformation, terraform, ci/cd, python, docker, linux, aws",11,,,1,0,5,90.7,Cloud Engineer
"OBJECTIVE
Results-driven DevOps Engineer with 2.0 years of practical exposure to docker and jenkins. Enjoys solving problems with git.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in aws.

SKILLS
aws, kubernetes, terraform, bash, indexing, prometheus, ansible, docker, git, linux, backup, ci/cd, jenkins, incident response, monitoring, jira

CERTIFICATIONS
Relevant certification related to docker.","aws, kubernetes, terraform, bash, indexing, prometheus, ansible, docker, git, linux, backup, ci/cd, jenkins, incident response, monitoring, jira",16,2.0,Diploma,0,1,4,80.3,DevOps Engineer
"OBJECTIVE
UI/UX Designer candidate with a strong foundation in css, prototyping, design systems. Passionate about user research and continuous learning.

EDUCATION
Masters degree, relevant coursework in figma.

CORE COMPETENCIES
css, prototyping, mysql, usability testing, user research, design systems, networking

ACADEMIC PROJECTS
Personal Portfolio System
Built using css and prototyping. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied css to analyze data and prototyping to build the final solution, presenting results to peers.","css, prototyping, mysql, usability testing, user research, design systems, networking",7,3.0,Masters,1,0,4,58.0,UI/UX Designer
"SUMMARY
Results-driven Database Administrator with 5.0 years of practical exposure to sql and postgresql. Enjoys solving problems with mysql.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in etl.

TECHNICAL SKILLS
data analysis, firewalls, sql, bash, oracle, postgresql, linux, indexing, mysql, etl

WORK EXPERIENCE
Database Administrator Intern, BrightPath Labs (5.0 yrs)
- Assisted senior engineers with tasks involving sql and mysql.
- Learned postgresql on the job through mentorship.

ACADEMIC PROJECTS
Personal Portfolio System
Built using sql and postgresql. Focused on solving a practical problem and deploying a working demo.","data analysis, firewalls, sql, bash, oracle, postgresql, linux, indexing, mysql, etl",10,5.0,Diploma,1,0,5,64.7,Database Administrator
"PROFESSIONAL SUMMARY
Motivated UI/UX Designer with hands-on experience in prototyping, css and sketch. Built projects applying html to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in sketch.

TECHNICAL SKILLS
prototyping, user research, html, figma, sketch, css, wireframing

ACADEMIC PROJECTS
Automation Toolkit
Built using prototyping and css. Focused on solving a practical problem and deploying a working demo.

Campus Utility App
Applied prototyping to analyze data and css to build the final solution, presenting results to peers.","prototyping, user research, html, figma, sketch, css, wireframing",7,1.2,PhD,1,0,4,63.0,UI/UX Designer
"SUMMARY
DevOps Engineer candidate with a strong foundation in linux, ci/cd, git. Passionate about jenkins and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in git.

CORE COMPETENCIES
prometheus, terraform, ci/cd, jenkins, linux, siem, git

ACADEMIC PROJECTS
Recommendation Prototype
Applied linux to analyze data and ci/cd to build the final solution, presenting results to peers.

Data Insights Dashboard
Built using linux and ci/cd. Focused on solving a practical problem and deploying a working demo.","prometheus, terraform, ci/cd, jenkins, linux, siem, git",7,0.4,Bachelors,1,0,4,49.0,DevOps Engineer
"SUMMARY
Detail-oriented professional skilled in network security and cryptography, seeking a Cybersecurity Analyst role. Completed coursework and internships involving firewalls and vulnerability assessment.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in vulnerability assessment.

SKILLS
siem, machine learning, python, network security, vulnerability assessment, incident response, linux, cryptography, wireshark, firewalls

WORK EXPERIENCE
Cybersecurity Analyst, Cascade Consulting (2.0 yrs)
- Built and maintained systems using network security and cryptography.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Personal Portfolio System
Built using network security and cryptography. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using network security and cryptography. Focused on solving a practical problem and deploying a working demo.","siem, machine learning, python, network security, vulnerability assessment, incident response, linux, cryptography, wireshark, firewalls",10,2.0,Bachelors,1,0,5,74.1,Cybersecurity Analyst
"OBJECTIVE
Motivated Business Analyst with hands-on experience in stakeholder management, jira and data analysis. Built projects applying tableau to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in stakeholder management.

CORE COMPETENCIES
indexing, data analysis, excel, jira, power bi, sql, tableau, redis, system design, agile, stakeholder management

WORK EXPERIENCE
Business Analyst Intern, BrightPath Labs (0.5 yrs)
- Assisted senior engineers with tasks involving stakeholder management and data analysis.
- Learned jira on the job through mentorship.

PERSONAL PROJECTS
Data Insights Dashboard
Built using stakeholder management and jira. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to excel.","indexing, data analysis, excel, jira, power bi, sql, tableau, redis, system design, agile, stakeholder management",11,0.3,PhD,1,1,6,70.0,Business Analyst
"PROFILE
UI/UX Designer candidate with a strong foundation in wireframing, usability testing, sketch. Passionate about prototyping and continuous learning.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in sketch.

CORE COMPETENCIES
css, user research, usability testing, wireframing, sketch, responsive design, prototyping

PERSONAL PROJECTS
Recommendation Prototype
Built using wireframing and usability testing. Focused on solving a practical problem and deploying a working demo.","css, user research, usability testing, wireframing, sketch, responsive design, prototyping",7,2.1,PhD,1,0,4,57.2,UI/UX Designer
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in data analysis and excel, seeking a Business Analyst role. Completed coursework and internships involving tableau and jira.

EDUCATION
Masters degree, relevant coursework in sql.

TECHNICAL SKILLS
jira, excel, tableau, data analysis, agile, kubernetes, requirements gathering, sql

PROFESSIONAL EXPERIENCE
Business Analyst, Cascade Consulting (6.3 yrs)
- Automated workflows involving data analysis, reducing manual effort.
- Used excel daily to support ongoing projects.

PERSONAL PROJECTS
Recommendation Prototype
Built using data analysis and excel. Focused on solving a practical problem and deploying a working demo.","jira, excel, tableau, data analysis, agile, kubernetes, requirements gathering, sql",8,6.3,Masters,1,0,5,63.9,Business Analyst
"EDUCATION
Masters degree, relevant coursework in python.

TECHNICAL SKILLS
data structures, git, c++, java, system design, rest api, tensorflow, python, r, junit, sql, algorithms, indexing, oop

ACADEMIC PROJECTS
Recommendation Prototype
Built using system design and sql. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using system design and sql. Focused on solving a practical problem and deploying a working demo.","data structures, git, c++, java, system design, rest api, tensorflow, python, r, junit, sql, algorithms, indexing, oop",14,2.8,Masters,1,0,3,72.7,Software Engineer
"PROFILE
Detail-oriented professional skilled in python and algorithms, seeking a Software Engineer role. Completed coursework and internships involving git and oop.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in rest api.

TECHNICAL SKILLS
c++, git, java, data structures, oop, rest api, linux, junit, system design, algorithms, python

PROFESSIONAL EXPERIENCE
Software Engineer, BrightPath Labs (0.5 yrs)
- Automated workflows involving python, reducing manual effort.
- Used algorithms daily to support ongoing projects.

PROJECTS
Automation Toolkit
Built using python and algorithms. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to c++.","c++, git, java, data structures, oop, rest api, linux, junit, system design, algorithms, python",11,0.2,Bachelors,1,1,6,78.7,Software Engineer
"PROFILE
Results-driven Cloud Engineer with 1.6 years of practical exposure to gcp and aws. Enjoys solving problems with docker.

EDUCATION
PhD degree, relevant coursework in azure.

CORE COMPETENCIES
linux, python, backup, typescript, azure, docker, cloudformation, tensorflow, gcp, kubernetes, aws

CERTIFICATES
Relevant certification related to cloudformation.","linux, python, backup, typescript, azure, docker, cloudformation, tensorflow, gcp, kubernetes, aws",11,1.6,PhD,0,1,4,48.1,Cloud Engineer
"SUMMARY
Frontend Developer candidate with a strong foundation in git, webpack, figma. Passionate about javascript and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in redux.

CORE COMPETENCIES
webpack, figma, deep learning, indexing, firewalls, rest api, html, git, javascript

EXPERIENCE
Frontend Developer, Northwind Software (0.5 yrs)
- Built and maintained systems using git and webpack.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Mini Analytics Engine
Built using git and webpack. Focused on solving a practical problem and deploying a working demo.","webpack, figma, deep learning, indexing, firewalls, rest api, html, git, javascript",9,0.2,Bachelors,1,0,5,44.1,Frontend Developer
"EDUCATION
Masters degree, relevant coursework in redux.

SKILLS
javascript, webpack, css, redux, monitoring, microservices, html, git

WORK EXPERIENCE
Frontend Developer, Acme Solutions (0.7 yrs)
- Built and maintained systems using css and webpack.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Recommendation Prototype
Built using css and webpack. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Applied css to analyze data and webpack to build the final solution, presenting results to peers.","javascript, webpack, css, redux, monitoring, microservices, html, git",8,0.7,Masters,1,0,4,46.7,Frontend Developer
